County,City,ZipCode,Agency,FocusArea,Service,Address
Dekalb,Doraville,30340,"Asian Christian Counseling & Educational Seminars Services, Inc./ACCESS",Health,Art Therapy,2000 Clearview Ave.
Dekalb,Doraville,30340,"Asian Christian Counseling & Educational Seminars Services, Inc./ACCESS",Health,Bereavement Counseling,2000 Clearview Ave.
Dekalb,Doraville,30340,"Asian Christian Counseling & Educational Seminars Services, Inc./ACCESS",Health,Caregiver Counseling,2000 Clearview Ave.
Dekalb,Doraville,30340,"Asian Christian Counseling & Educational Seminars Services, Inc./ACCESS",Health,Child Abuse Counseling,2000 Clearview Ave.
Dekalb,Doraville,30340,"Asian Christian Counseling & Educational Seminars Services, Inc./ACCESS",Health,Child Guidance,2000 Clearview Ave.
Dekalb,Doraville,30340,"Asian Christian Counseling & Educational Seminars Services, Inc./ACCESS",Health,Conjoint Counseling,2000 Clearview Ave.
Dekalb,Doraville,30340,"Asian Christian Counseling & Educational Seminars Services, Inc./ACCESS",Health,Crime Victim/Witness Counseling,2000 Clearview Ave.
Dekalb,Doraville,30340,"Asian Christian Counseling & Educational Seminars Services, Inc./ACCESS",Health,Cultural Transition Counseling,2000 Clearview Ave.
Dekalb,Doraville,30340,"Asian Christian Counseling & Educational Seminars Services, Inc./ACCESS",Health,Divorce Counseling,2000 Clearview Ave.
Dekalb,Doraville,30340,"Asian Christian Counseling & Educational Seminars Services, Inc./ACCESS",Health,Elder Abuse Counseling,2000 Clearview Ave.
Dekalb,Doraville,30340,"Asian Christian Counseling & Educational Seminars Services, Inc./ACCESS",Health,Family Counseling,2000 Clearview Ave.
Dekalb,Doraville,30340,"Asian Christian Counseling & Educational Seminars Services, Inc./ACCESS",Health,Family Counseling Agencies,2000 Clearview Ave.
Dekalb,Doraville,30340,"Asian Christian Counseling & Educational Seminars Services, Inc./ACCESS",Health,Gender Identity Counseling,2000 Clearview Ave.
Dekalb,Doraville,30340,"Asian Christian Counseling & Educational Seminars Services, Inc./ACCESS",Health,General Mental Health Information/Education,2000 Clearview Ave.
Dekalb,Doraville,30340,"Asian Christian Counseling & Educational Seminars Services, Inc./ACCESS",Health,Group Counseling,2000 Clearview Ave.
Dekalb,Doraville,30340,"Asian Christian Counseling & Educational Seminars Services, Inc./ACCESS",Health,Individual Counseling,2000 Clearview Ave.
Dekalb,Doraville,30340,"Asian Christian Counseling & Educational Seminars Services, Inc./ACCESS",Income,Layoff/Job Loss Counseling,2000 Clearview Ave.
Dekalb,Doraville,30340,"Asian Christian Counseling & Educational Seminars Services, Inc./ACCESS",Health,Marriage Counseling,2000 Clearview Ave.
Dekalb,Doraville,30340,"Asian Christian Counseling & Educational Seminars Services, Inc./ACCESS",Health,Overspender Counseling,2000 Clearview Ave.
Dekalb,Doraville,30340,"Asian Christian Counseling & Educational Seminars Services, Inc./ACCESS",Health,Parent Abuse Counseling,2000 Clearview Ave.
Dekalb,Doraville,30340,"Asian Christian Counseling & Educational Seminars Services, Inc./ACCESS",Health,Parent Counseling,2000 Clearview Ave.
Dekalb,Doraville,30340,"Asian Christian Counseling & Educational Seminars Services, Inc./ACCESS",Health,Perinatal/Postpartum Depression Counseling,2000 Clearview Ave.
Dekalb,Doraville,30340,"Asian Christian Counseling & Educational Seminars Services, Inc./ACCESS",Health,Play Therapy,2000 Clearview Ave.
Dekalb,Doraville,30340,"Asian Christian Counseling & Educational Seminars Services, Inc./ACCESS",Health,Premarital Counseling,2000 Clearview Ave.
Dekalb,Doraville,30340,"Asian Christian Counseling & Educational Seminars Services, Inc./ACCESS",Health,Psychologist Referrals,2000 Clearview Ave.
Dekalb,Doraville,30340,"Asian Christian Counseling & Educational Seminars Services, Inc./ACCESS",Income,Retirement Counseling,2000 Clearview Ave.
Dekalb,Doraville,30340,"Asian Christian Counseling & Educational Seminars Services, Inc./ACCESS",Health,Sexuality Counseling,2000 Clearview Ave.
Dekalb,Doraville,30340,"Asian Christian Counseling & Educational Seminars Services, Inc./ACCESS",Health,Spouse/Intimate Partner Abuse Counseling,2000 Clearview Ave.
Dekalb,Doraville,30340,"Asian Christian Counseling & Educational Seminars Services, Inc./ACCESS",Health,Terminal Illness Counseling,2000 Clearview Ave.
Dekalb,Doraville,30340,"Asian Christian Counseling & Educational Seminars Services, Inc./ACCESS",Health,Workshops/Symposiums * Mental Health Issues,2000 Clearview Ave.
Dekalb,Doraville,30340,"Furkids, Inc.",Miscellaneous,Animal Adoption,
Dekalb,Doraville,30340,"Furkids, Inc.",Miscellaneous,Animal Rescue,
Dekalb,Doraville,30340,"Furkids, Inc.",Miscellaneous,Animal Shelters,
Dekalb,Doraville,30340,"Furkids, Inc.",Miscellaneous,Donation Pickups,
Dekalb,Doraville,30340,"Furkids, Inc.",Miscellaneous,Foster Care/Temporary Shelter for Animals,
Dekalb,Doraville,30340,Salvation Army - Atlanta International Corps,Income,English as a Second Language,3771 Central Ave.
Dekalb,Doraville,30340,Salvation Army - Atlanta International Corps,Basic Needs,Food Pantries,3771 Central Ave.
Dekalb,Doraville,30340,Salvation Army - Atlanta International Corps,Education,Homework Help Programs,3771 Central Ave.
Dekalb,Dunwoody,30338,Dunwoody Nature Center,Miscellaneous,Nature Centers/Walks,5343 Roberts Dr.
Dekalb,Dunwoody,30338,Marcus Jewish Community Center of Atlanta,Education,Acting Instruction,5342 Tilly Mill Rd.
Dekalb,Dunwoody,30338,Marcus Jewish Community Center of Atlanta,Health,Adapted Sports/Games,5342 Tilly Mill Rd.
Dekalb,Dunwoody,30338,Marcus Jewish Community Center of Atlanta,Education,Child Care Centers,5342 Tilly Mill Rd.
Dekalb,Dunwoody,30338,Marcus Jewish Community Center of Atlanta,Education,Child Development Classes,5342 Tilly Mill Rd.
Dekalb,Dunwoody,30338,Marcus Jewish Community Center of Atlanta,Education,Children's Theater Productions,5342 Tilly Mill Rd.
Dekalb,Dunwoody,30338,Marcus Jewish Community Center of Atlanta,Health,Community Wellness Programs,5342 Tilly Mill Rd.
Dekalb,Dunwoody,30338,Marcus Jewish Community Center of Atlanta,Health,Developmental Disabilities Social/Recreational Programs,5342 Tilly Mill Rd.
Dekalb,Dunwoody,30338,Marcus Jewish Community Center of Atlanta,Health,Exercise Classes/Groups,5342 Tilly Mill Rd.
Dekalb,Dunwoody,30338,Marcus Jewish Community Center of Atlanta,Education,Extended Child Care,5342 Tilly Mill Rd.
Dekalb,Dunwoody,30338,Marcus Jewish Community Center of Atlanta,Miscellaneous,Field Trips/Excursions,5342 Tilly Mill Rd.
Dekalb,Dunwoody,30338,Marcus Jewish Community Center of Atlanta,Health,General Health Education Programs,5342 Tilly Mill Rd.
Dekalb,Dunwoody,30338,Marcus Jewish Community Center of Atlanta,Miscellaneous,Musicals/Light Opera Productions,5342 Tilly Mill Rd.
Dekalb,Dunwoody,30338,Marcus Jewish Community Center of Atlanta,Basic Needs,Older Adult Social Clubs,5342 Tilly Mill Rd.
Dekalb,Dunwoody,30338,Marcus Jewish Community Center of Atlanta,Education,Parent/Child Activity Groups,5342 Tilly Mill Rd.
Dekalb,Dunwoody,30338,Marcus Jewish Community Center of Atlanta,Education,Parent/Infant Swimming Instruction,5342 Tilly Mill Rd.
Dekalb,Dunwoody,30338,Marcus Jewish Community Center of Atlanta,Miscellaneous,Recreation Centers,5342 Tilly Mill Rd.
Dekalb,Dunwoody,30338,Marcus Jewish Community Center of Atlanta,Health,Recreational Therapy,5342 Tilly Mill Rd.
Dekalb,Dunwoody,30338,Marcus Jewish Community Center of Atlanta,Basic Needs,Senior Centers,5342 Tilly Mill Rd.
Dekalb,Dunwoody,30338,Marcus Jewish Community Center of Atlanta,Miscellaneous,Stage Productions,5342 Tilly Mill Rd.
Dekalb,Dunwoody,30338,Marcus Jewish Community Center of Atlanta,Education,Swimming Safety Education,5342 Tilly Mill Rd.
Dekalb,Dunwoody,30338,Marcus Jewish Community Center of Atlanta,Education,Swimming/Swimming Lessons,5342 Tilly Mill Rd.
Dekalb,Dunwoody,30338,Marcus Jewish Community Center of Atlanta,Education,Table Tennis,5342 Tilly Mill Rd.
Dekalb,Ellenwood - DeKalb,30294,"Fresh Start for Women, Inc.",Health,Domestic Violence Support Groups,3371 Lincolndale Ct.
Dekalb,Ellenwood - DeKalb,30294,"Fresh Start for Women, Inc.",Miscellaneous,Donation Pickups,3371 Lincolndale Ct.
Dekalb,Lithonia,30038,Atlanta Wild Animal Rescue Effort/AWARE Wildlife Center,Miscellaneous,Donation Pickups,4158 Klondike Rd.
Dekalb,Lithonia,30038,Atlanta Wild Animal Rescue Effort/AWARE Wildlife Center,Miscellaneous,Sick Animal Care,4158 Klondike Rd.
Dekalb,Lithonia,30038,Atlanta Wild Animal Rescue Effort/AWARE Wildlife Center,Health,Subject Specific Public Awareness/Education * Environmental Issues,4158 Klondike Rd.
Dekalb,Lithonia,30038,Atlanta Wild Animal Rescue Effort/AWARE Wildlife Center,Miscellaneous,Wild Animal Preservation/Protection,4158 Klondike Rd.
Dekalb,Lithonia,30038,Atlanta Wild Animal Rescue Effort/AWARE Wildlife Center,Miscellaneous,Wildlife Rescue/Relocation,4158 Klondike Rd.
Dekalb,Lithonia,30058,"Arts Academy, Inc.",Education,Computer and Related Technology Classes,792 S. Deshon Rd.
Dekalb,Lithonia,30058,"Arts Academy, Inc.",Miscellaneous,Donation Pickups,792 S. Deshon Rd.
Dekalb,Lithonia,30058,"Arts Academy, Inc.",Education,Extended Child Care,792 S. Deshon Rd.
Dekalb,Lithonia,30058,"Arts Academy, Inc.",Education,Folk/Ethnic Dancing Instruction,792 S. Deshon Rd.
Dekalb,Lithonia,30058,"Arts Academy, Inc.",Education,Homework Help Programs,792 S. Deshon Rd.
Dekalb,Lithonia,30058,"Arts Academy, Inc.",Education,Jazz Dancing Instruction,792 S. Deshon Rd.
Dekalb,Lithonia,30058,"Arts Academy, Inc.",Health,Life Skills Education,792 S. Deshon Rd.
Dekalb,Lithonia,30058,"Arts Academy, Inc.",Miscellaneous,Modeling Instruction,792 S. Deshon Rd.
Dekalb,Lithonia,30058,"Arts Academy, Inc.",Education,Modern Dance Instruction,792 S. Deshon Rd.
Dekalb,Lithonia,30058,"Arts Academy, Inc.",Education,Popular Dancing Instruction,792 S. Deshon Rd.
Dekalb,Lithonia,30058,"Arts Academy, Inc.",Education,Subject Tutoring,792 S. Deshon Rd.
Dekalb,Lithonia,30058,"Arts Academy, Inc.",Education,Theater Appreciation,792 S. Deshon Rd.
Dekalb,Lithonia,30058,"Arts Academy, Inc.",Education,Vocal Music Instruction,792 S. Deshon Rd.
Dekalb,Lithonia,30058,"Arts Academy, Inc.",Health,Yoga,792 S. Deshon Rd.
Dekalb,Lithonia,30058,DeKalb County Office of Senior Affairs,Health,Adult In Home Respite Care,2538 Panola Rd.
Dekalb,Lithonia,30058,DeKalb County Office of Senior Affairs,Miscellaneous,Congregate Meals/Nutrition Sites,2538 Panola Rd.
Dekalb,Lithonia,30058,DeKalb County Office of Senior Affairs,Basic Needs,Home Delivered Meals,2538 Panola Rd.
Dekalb,Lithonia,30058,DeKalb County Office of Senior Affairs,Miscellaneous,Homemaker Assistance,2538 Panola Rd.
Dekalb,Lithonia,30058,DeKalb County Office of Senior Affairs,Health,Personal Care,2538 Panola Rd.
Dekalb,Lithonia,30058,DeKalb County Office of Senior Affairs,Basic Needs,Senior Centers,2538 Panola Rd.
Dekalb,Lithonia,30058,DeKalb County Office of Senior Affairs,Basic Needs,Senior Ride Programs,2538 Panola Rd.
Dekalb,Lithonia,30058,DeKalb County Office of Senior Affairs,Miscellaneous,Specialized Information and Referral * Older Adult/Aging Issues,2538 Panola Rd.
Dekalb,Lithonia,30058,DeKalb Medical Center - Hillandale,Education,Birth Control Counseling,2801 DeKalb Medical Pkwy.
Dekalb,Lithonia,30058,DeKalb Medical Center - Hillandale,Health,Birth Orientation Programs,2801 DeKalb Medical Pkwy.
Dekalb,Lithonia,30058,DeKalb Medical Center - Hillandale,Health,Blood Chemistry Panels,2801 DeKalb Medical Pkwy.
Dekalb,Lithonia,30058,DeKalb Medical Center - Hillandale,Health,Blood Pressure Screening,2801 DeKalb Medical Pkwy.
Dekalb,Lithonia,30058,DeKalb Medical Center - Hillandale,Health,Breast Examinations,2801 DeKalb Medical Pkwy.
Dekalb,Lithonia,30058,DeKalb Medical Center - Hillandale,Health,Cardiovascular Medicine,2801 DeKalb Medical Pkwy.
Dekalb,Lithonia,30058,DeKalb Medical Center - Hillandale,Health,Cesarean Birthing Classes,2801 DeKalb Medical Pkwy.
Dekalb,Lithonia,30058,DeKalb Medical Center - Hillandale,Health,Chest X-Rays,2801 DeKalb Medical Pkwy.
Dekalb,Lithonia,30058,DeKalb Medical Center - Hillandale,Health,Clinical Cholesterol/Triglycerides Tests,2801 DeKalb Medical Pkwy.
Dekalb,Lithonia,30058,DeKalb Medical Center - Hillandale,Health,Clinical Pregnancy Tests,2801 DeKalb Medical Pkwy.
Dekalb,Lithonia,30058,DeKalb Medical Center - Hillandale,Health,Confidential HIV Testing,2801 DeKalb Medical Pkwy.
Dekalb,Lithonia,30058,DeKalb Medical Center - Hillandale,Health,Contraception,2801 DeKalb Medical Pkwy.
Dekalb,Lithonia,30058,DeKalb Medical Center - Hillandale,Health,Diabetes Screening,2801 DeKalb Medical Pkwy.
Dekalb,Lithonia,30058,DeKalb Medical Center - Hillandale,Health,Early Pregnancy Classes,2801 DeKalb Medical Pkwy.
Dekalb,Lithonia,30058,DeKalb Medical Center - Hillandale,Health,Emergency Room Care,2801 DeKalb Medical Pkwy.
Dekalb,Lithonia,30058,DeKalb Medical Center - Hillandale,Health,Family and Community Medicine,2801 DeKalb Medical Pkwy.
Dekalb,Lithonia,30058,DeKalb Medical Center - Hillandale,Health,Fluoroscopy,2801 DeKalb Medical Pkwy.
Dekalb,Lithonia,30058,DeKalb Medical Center - Hillandale,Health,Foot Screening,2801 DeKalb Medical Pkwy.
Dekalb,Lithonia,30058,DeKalb Medical Center - Hillandale,Health,Gastroenterology,2801 DeKalb Medical Pkwy.
Dekalb,Lithonia,30058,DeKalb Medical Center - Hillandale,Health,General Acute Care Hospitals,2801 DeKalb Medical Pkwy.
Dekalb,Lithonia,30058,DeKalb Medical Center - Hillandale,Health,General Health Education Programs,2801 DeKalb Medical Pkwy.
Dekalb,Lithonia,30058,DeKalb Medical Center - Hillandale,Health,General Intensive Care,2801 DeKalb Medical Pkwy.
Dekalb,Lithonia,30058,DeKalb Medical Center - Hillandale,Health,General Obstetrics,2801 DeKalb Medical Pkwy.
Dekalb,Lithonia,30058,DeKalb Medical Center - Hillandale,Health,General Physical Examinations,2801 DeKalb Medical Pkwy.
Dekalb,Lithonia,30058,DeKalb Medical Center - Hillandale,Health,Hearing Screening,2801 DeKalb Medical Pkwy.
Dekalb,Lithonia,30058,DeKalb Medical Center - Hillandale,Health,Hepatitis Testing,2801 DeKalb Medical Pkwy.
Dekalb,Lithonia,30058,DeKalb Medical Center - Hillandale,Health,Hospital Delivery,2801 DeKalb Medical Pkwy.
Dekalb,Lithonia,30058,DeKalb Medical Center - Hillandale,Health,Mammograms,2801 DeKalb Medical Pkwy.
Dekalb,Lithonia,30058,DeKalb Medical Center - Hillandale,Health,Pap Tests,2801 DeKalb Medical Pkwy.
Dekalb,Lithonia,30058,DeKalb Medical Center - Hillandale,Health,Podiatry/Foot Care,2801 DeKalb Medical Pkwy.
Dekalb,Lithonia,30058,DeKalb Medical Center - Hillandale,Health,Prepared Childbirth,2801 DeKalb Medical Pkwy.
Dekalb,Lithonia,30058,DeKalb Medical Center - Hillandale,Health,Radiology,2801 DeKalb Medical Pkwy.
Dekalb,Lithonia,30058,DeKalb Medical Center - Hillandale,Health,Sexually Transmitted Disease Screening,2801 DeKalb Medical Pkwy.
Dekalb,Lithonia,30058,DeKalb Medical Center - Hillandale,Health,Sexually Transmitted Disease Treatment,2801 DeKalb Medical Pkwy.
Dekalb,Lithonia,30058,DeKalb Medical Center - Hillandale,Health,Sickle Cell Screening,2801 DeKalb Medical Pkwy.
Dekalb,Lithonia,30058,DeKalb Medical Center - Hillandale,Health,Skin Screening,2801 DeKalb Medical Pkwy.
Dekalb,Lithonia,30058,DeKalb Medical Center - Hillandale,Health,Stool Cultures/Analysis,2801 DeKalb Medical Pkwy.
Dekalb,Lithonia,30058,DeKalb Medical Center - Hillandale,Health,Substance Analysis,2801 DeKalb Medical Pkwy.
Dekalb,Lithonia,30058,DeKalb Medical Center - Hillandale,Health,Testicular Examinations,2801 DeKalb Medical Pkwy.
Dekalb,Lithonia,30058,DeKalb Medical Center - Hillandale,Health,Thyroid Function Tests,2801 DeKalb Medical Pkwy.
Dekalb,Lithonia,30058,DeKalb Medical Center - Hillandale,Health,Tuberculosis Screening,2801 DeKalb Medical Pkwy.
Dekalb,Lithonia,30058,DeKalb Medical Center - Hillandale,Health,Ultrasound Scanning,2801 DeKalb Medical Pkwy.
Dekalb,Lithonia,30058,DeKalb Medical Center - Hillandale,Health,Urology,2801 DeKalb Medical Pkwy.
Dekalb,Lithonia,30058,DeKalb Medical Center - Hillandale,Health,Vision Screening,2801 DeKalb Medical Pkwy.
Dekalb,Lithonia,30058,DeKalb Medical Center - Hillandale,Health,Well Baby Care,2801 DeKalb Medical Pkwy.
Dekalb,Lithonia,30058,East DeKalb Health Center,Health,AIDS/HIV Clinics,2277 S. Stone Mountain-Lithonia Rd.
Dekalb,Lithonia,30058,East DeKalb Health Center,Health,Breast Examinations,2277 S. Stone Mountain-Lithonia Rd.
Dekalb,Lithonia,30058,East DeKalb Health Center,Health,Childhood Immunizations,2277 S. Stone Mountain-Lithonia Rd.
Dekalb,Lithonia,30058,East DeKalb Health Center,Health,Clinical Pregnancy Tests,2277 S. Stone Mountain-Lithonia Rd.
Dekalb,Lithonia,30058,East DeKalb Health Center,Health,Dental Hygiene,2277 S. Stone Mountain-Lithonia Rd.
Dekalb,Lithonia,30058,East DeKalb Health Center,Health,Dental Restoration,2277 S. Stone Mountain-Lithonia Rd.
Dekalb,Lithonia,30058,East DeKalb Health Center,Health,Dental Screening,2277 S. Stone Mountain-Lithonia Rd.
Dekalb,Lithonia,30058,East DeKalb Health Center,Health,Dental Sealants,2277 S. Stone Mountain-Lithonia Rd.
Dekalb,Lithonia,30058,East DeKalb Health Center,Health,Emergency Dental Care,2277 S. Stone Mountain-Lithonia Rd.
Dekalb,Lithonia,30058,East DeKalb Health Center,Health,Fluoride Treatments/Supplements,2277 S. Stone Mountain-Lithonia Rd.
Dekalb,Lithonia,30058,East DeKalb Health Center,Health,General Dentistry,2277 S. Stone Mountain-Lithonia Rd.
Dekalb,Lithonia,30058,East DeKalb Health Center,Health,General Physical Examinations,2277 S. Stone Mountain-Lithonia Rd.
